,date,start_time,end_time,class_type,class_name,professor_name,grade,label,class_code,major
764,수,12:00,13:15,전공선택(05),고분자공학,이제욱,4,AMIE,AMIE461-00,정보전자신소재공학과
765,월,10:30,11:45,전공선택(05),고분자화학,유재웅,3,AMIE,AMIE361-00,정보전자신소재공학과
766,수,10:30,11:45,전공선택(05),고분자화학,유재웅,3,AMIE,AMIE361-00,정보전자신소재공학과
767,화,15:00,16:15,전공선택(05),고체물리,정선호,4,AMIE,AMIE471-00,정보전자신소재공학과
768,목,15:00,16:15,전공선택(05),고체물리,정선호,4,AMIE,AMIE471-00,정보전자신소재공학과
769,월,9:00,10:15,전공선택(05),디스플레이재료,최석원,3,AMIE,AMIE321-00,정보전자신소재공학과
770,수,9:00,10:15,전공선택(05),디스플레이재료,최석원,3,AMIE,AMIE321-00,정보전자신소재공학과
771,월,12:00,13:15,전공선택(05),반도체재료,강성준,3,AMIE,AMIE331-01,정보전자신소재공학과
772,수,12:00,13:15,전공선택(05),반도체재료,강성준,3,AMIE,AMIE331-01,정보전자신소재공학과
773,월,13:30,14:45,전공선택(05),반도체재료,강성준,3,AMIE,AMIE331-02,정보전자신소재공학과
774,수,13:30,14:45,전공선택(05),반도체재료,강성준,3,AMIE,AMIE331-02,정보전자신소재공학과
775,화,13:30,14:45,전공선택(05),에너지소재,유재웅,4,AMIE,AMIE441-00,정보전자신소재공학과
776,목,13:30,14:45,전공선택(05),에너지소재,유재웅,4,AMIE,AMIE441-00,정보전자신소재공학과
777,월,13:30,14:45,전공선택(05),응용물리,송기국,2,AMIE,AMIE271-00,정보전자신소재공학과
778,수,13:30,14:45,전공선택(05),응용물리,송기국,2,AMIE,AMIE271-00,정보전자신소재공학과
779,화,10:30,11:45,전공선택(05),전자기학,강성준,3,AMIE,AMIE371-00,정보전자신소재공학과
780,목,10:30,11:45,전공선택(05),전자기학,강성준,3,AMIE,AMIE371-00,정보전자신소재공학과
781,화,9:00,10:15,전공선택(05),정보저장소재,윤성민,4,AMIE,AMIE431-00,정보전자신소재공학과
782,목,9:00,10:15,전공선택(05),정보저장소재,윤성민,4,AMIE,AMIE431-00,정보전자신소재공학과
783,월,16:30,19:15,전공선택(05),정보전자신소재종합설계1,박민식,4,AMIE,AMIE475-00,정보전자신소재공학과
784,월,12:00,13:15,전공기초(11),공학수학1,최석원,2,AMIE,AMIE202-01,정보전자신소재공학과
785,수,12:00,13:15,전공기초(11),공학수학1,최석원,2,AMIE,AMIE202-01,정보전자신소재공학과
786,화,9:00,10:15,전공기초(11),공학수학1,최석원,2,AMIE,AMIE202-02,정보전자신소재공학과
787,목,9:00,10:15,전공기초(11),공학수학1,최석원,2,AMIE,AMIE202-02,정보전자신소재공학과
788,화,13:30,14:45,전공기초(11),공학프로그래밍입문,전우진,2,AMIE,AMIE201-00,정보전자신소재공학과
789,목,13:30,14:45,전공기초(11),공학프로그래밍입문,전우진,2,AMIE,AMIE201-00,정보전자신소재공학과
790,월,9:00,10:15,전공필수(04),방사성폐기물관리,정재학,4,NE,NE441-00,원자력공학과
791,수,9:00,10:15,전공필수(04),방사성폐기물관리,정재학,4,NE,NE441-00,원자력공학과
792,화,16:30,19:15,전공필수(04),보건물리,김광표,3,NE,NE351-00,원자력공학과
793,월,13:30,14:45,전공필수(04),수치해석,장근옥,3,NE,NE359-00,원자력공학과
794,수,13:30,14:45,전공필수(04),수치해석,장근옥,3,NE,NE359-00,원자력공학과
795,월,10:30,11:45,전공필수(04),원자로이론I,김명현,3,NE,NE311-00,원자력공학과
796,수,10:30,11:45,전공필수(04),원자로이론I,김명현,3,NE,NE311-00,원자력공학과
797,월,9:00,10:15,전공필수(04),원자및핵물리,김광표,2,NE,NE201-00,원자력공학과
798,수,9:00,10:15,전공필수(04),원자및핵물리,김광표,2,NE,NE201-00,원자력공학과
799,토,9:00,9:50,전공필수(04),졸업논문(원자력공학전공),김형대,4,NE,NE402-00,원자력공학과
800,화,15:00,16:15,전공필수(04),핵공학개론I,정범진,2,NE,NE203-00,원자력공학과
801,목,15:00,16:15,전공필수(04),핵공학개론I,정범진,2,NE,NE203-00,원자력공학과
802,화,9:00,10:15,전공선택(05),고체역학,장윤석,3,NE,NE354-00,원자력공학과
803,목,9:00,10:15,전공선택(05),고체역학,장윤석,3,NE,NE354-00,원자력공학과
804,화,10:30,11:45,전공선택(05),노심안전공학,김명현,4,NE,NE412-00,원자력공학과
805,목,10:30,11:45,전공선택(05),노심안전공학,김명현,4,NE,NE412-00,원자력공학과
806,수,10:30,13:15,전공선택(05),로심설계,주형국,4,NE,NE413-00,원자력공학과
807,토,10:00,11:50,전공선택(05),연구연수활동1(원자력공학),김형대,"3, 4",NE,NE303-00,원자력공학과
808,화,13:30,14:45,전공선택(05),열역학,장근옥,2,NE,NE221-00,원자력공학과
809,목,13:30,14:45,전공선택(05),열역학,장근옥,2,NE,NE221-00,원자력공학과
810,월,9:00,10:15,전공선택(05),열전달,정범진,3,NE,NE321-00,원자력공학과
811,수,9:00,10:15,전공선택(05),열전달,정범진,3,NE,NE321-00,원자력공학과
812,화,12:00,13:15,전공선택(05),원자력규제및법령,정재학,3,NE,NE361-00,원자력공학과
813,목,12:00,13:15,전공선택(05),원자력규제및법령,정재학,3,NE,NE361-00,원자력공학과
814,월,13:30,17:20,전공선택(05),원자로재료및실험,장윤석,4,NE,NE443-00,원자력공학과
815,수,13:30,15:20,전공선택(05),핵공학기초실험,박광헌,2,NE,NE202-00,원자력공학과
816,금,13:30,15:20,전공선택(05),핵공학기초실험,박광헌,2,NE,NE202-00,원자력공학과
817,수,15:30,17:20,전공선택(05),핵공학기초실험,박광헌,2,NE,NE202-01,원자력공학과
818,금,15:30,17:20,전공선택(05),핵공학기초실험,박광헌,2,NE,NE202-01,원자력공학과
819,화,9:00,10:15,전공기초(11),공학수학1,장근옥,2,NE,NE205-00,원자력공학과
820,목,9:00,10:15,전공기초(11),공학수학1,장근옥,2,NE,NE205-00,원자력공학과
821,월,13:30,14:45,전공기초(11),공학통계학,김형대,1,NE,NE103-00,원자력공학과
822,수,13:30,14:45,전공기초(11),공학통계학,김형대,1,NE,NE103-00,원자력공학과
823,금,9:30,13:20,전공필수(04),Adventure Design,김동한,2,EE,EE212-00,전자공학과
824,월,9:00,12:50,전공필수(04),기초회로실험,장익준,2,EE,EE207-00,전자공학과
825,수,9:00,12:50,전공필수(04),기초회로실험,장익준,2,EE,EE207-01,전자공학과
826,화,13:30,17:20,전공필수(04),기초회로실험,윤상웅,2,EE,EE207-02,전자공학과
827,목,13:30,17:20,전공필수(04),기초회로실험,이승현,2,EE,EE207-03,전자공학과
828,화,13:30,14:45,전공필수(04),논리회로,정연모,2,EE,EE209-00,전자공학과
829,목,13:30,14:45,전공필수(04),논리회로,정연모,2,EE,EE209-00,전자공학과
830,화,9:00,10:15,전공필수(04),논리회로,박광훈,2,EE,EE209-01,전자공학과
831,목,9:00,10:15,전공필수(04),논리회로,박광훈,2,EE,EE209-01,전자공학과
832,화,13:30,14:45,전공필수(04),논리회로,예윤해,2,EE,EE209-02,전자공학과
833,목,13:30,14:45,전공필수(04),논리회로,예윤해,2,EE,EE209-02,전자공학과
834,화,16:30,17:45,전공필수(04),논리회로,정연모,2,EE,EE209-03,전자공학과
835,목,16:30,17:45,전공필수(04),논리회로,정연모,2,EE,EE209-03,전자공학과
836,화,16:30,17:45,전공필수(04),논리회로,유재수,2,EE,EE209-04,전자공학과
837,목,16:30,17:45,전공필수(04),논리회로,유재수,2,EE,EE209-04,전자공학과
838,화,16:30,17:45,전공필수(04),논리회로,박광훈,2,EE,EE209-05,전자공학과
839,목,16:30,17:45,전공필수(04),논리회로,박광훈,2,EE,EE209-05,전자공학과
840,수,13:30,14:45,전공필수(04),물리전자,김대원,2,EE,EE203-00,전자공학과
841,금,13:30,14:45,전공필수(04),물리전자,김대원,2,EE,EE203-00,전자공학과
842,수,13:30,14:45,전공필수(04),물리전자,이응규,2,EE,EE203-01,전자공학과
843,금,13:30,14:45,전공필수(04),물리전자,이응규,2,EE,EE203-01,전자공학과
844,화,12:00,13:15,전공선택(05),신호와시스템,김영수,2,EE,EE210-00,전자공학과
845,목,12:00,13:15,전공선택(05),신호와시스템,김영수,2,EE,EE210-00,전자공학과
846,월,12:00,13:15,전공선택(05),신호와시스템,김규헌,2,EE,EE210-01,전자공학과
847,수,12:00,13:15,전공선택(05),신호와시스템,김규헌,2,EE,EE210-01,전자공학과
848,화,15:00,16:15,전공선택(05),신호와시스템,손원,2,EE,EE210-02,전자공학과
849,목,15:00,16:15,전공선택(05),신호와시스템,손원,2,EE,EE210-02,전자공학과
850,화,15:00,16:15,전공선택(05),신호와시스템,김원하,2,EE,EE210-03,전자공학과
851,목,15:00,16:15,전공선택(05),신호와시스템,김원하,2,EE,EE210-03,전자공학과
852,월,9:00,10:15,전공필수(04),전자기학I,김용평,2,EE,EE201-00,전자공학과
853,수,9:00,10:15,전공필수(04),전자기학I,김용평,2,EE,EE201-00,전자공학과
854,월,9:00,10:15,전공필수(04),전자기학I,이범선,2,EE,EE201-01,전자공학과
855,수,9:00,10:15,전공필수(04),전자기학I,이범선,2,EE,EE201-01,전자공학과
856,월,9:00,10:15,전공필수(04),전자기학I,이응규,2,EE,EE201-02,전자공학과
857,수,9:00,10:15,전공필수(04),전자기학I,이응규,2,EE,EE201-02,전자공학과
858,화,9:00,10:15,전공필수(04),전자기학I,이수열,2,EE,EE201-03,전자공학과
859,목,9:00,10:15,전공필수(04),전자기학I,이수열,2,EE,EE201-03,전자공학과
860,화,9:00,10:15,전공필수(04),전자기학I,김상혁,2,EE,EE201-04,전자공학과
861,목,9:00,10:15,전공필수(04),전자기학I,김상혁,2,EE,EE201-04,전자공학과
862,월,9:00,10:15,전공필수(04),전자회로I,김창우,3,EE,EE206-00,전자공학과
863,수,9:00,10:15,전공필수(04),전자회로I,김창우,3,EE,EE206-00,전자공학과
864,월,9:00,10:15,전공필수(04),전자회로I,윤상웅,3,EE,EE206-01,전자공학과
865,수,9:00,10:15,전공필수(04),전자회로I,윤상웅,3,EE,EE206-01,전자공학과
866,화,9:00,10:15,전공필수(04),전자회로I,예윤해,3,EE,EE206-02,전자공학과
867,목,9:00,10:15,전공필수(04),전자회로I,예윤해,3,EE,EE206-02,전자공학과
868,화,9:00,10:15,전공필수(04),전자회로I,홍상훈,3,EE,EE206-03,전자공학과
869,목,9:00,10:15,전공필수(04),전자회로I,홍상훈,3,EE,EE206-03,전자공학과
870,화,18:00,21:50,전공필수(04),졸업논문(전자공학전공),장익준,4,EE,EE486-00,전자공학과
871,월,10:30,11:45,전공필수(04),회로이론,김용평,2,EE,EE202-00,전자공학과
872,수,10:30,11:45,전공필수(04),회로이론,김용평,2,EE,EE202-00,전자공학과
873,월,10:30,11:45,전공필수(04),회로이론,이종욱,2,EE,EE202-01,전자공학과
874,수,10:30,11:45,전공필수(04),회로이론,이종욱,2,EE,EE202-01,전자공학과
875,월,10:30,11:45,전공필수(04),회로이론,윤상웅,2,EE,EE202-02,전자공학과
876,수,10:30,11:45,전공필수(04),회로이론,윤상웅,2,EE,EE202-02,전자공학과
877,화,12:00,13:15,전공필수(04),회로이론,김창우,2,EE,EE202-03,전자공학과
878,목,12:00,13:15,전공필수(04),회로이론,김창우,2,EE,EE202-03,전자공학과
879,화,12:00,13:15,전공필수(04),회로이론,장익준,2,EE,EE202-04,전자공학과
880,목,12:00,13:15,전공필수(04),회로이론,장익준,2,EE,EE202-04,전자공학과
881,화,12:00,13:15,전공필수(04),회로이,론강곤,2,EE,EE202-05,전자공학과
882,목,12:00,13:15,전공필수(04),회로이,론강곤,2,EE,EE202-05,전자공학과
883,수,9:00,12:50,전공선택(05),DSP실,험손원,3,EE,EE343-00,전자공학과
884,화,15:00,16:15,전공선택(05),VLSI설계,장익준,4,EE,EE463-00,전자공학과
885,목,15:00,16:15,전공선택(05),VLSI설계,장익준,4,EE,EE463-00,전자공학과
886,월,10:30,11:45,전공선택(05),광전자공학,유재수,4,EE,EE421-00,전자공학과
887,수,10:30,11:45,전공선택(05),광전자공학,유재수,4,EE,EE421-00,전자공학과
888,화,10:30,11:45,전공선택(05),디지털신호처,리손원,3,EE,EE342-00,전자공학과
889,목,10:30,11:45,전공선택(05),디지털신호처,리손원,3,EE,EE342-00,전자공학과
890,화,10:30,11:45,전공선택(05),디지털신호처리,김원하,3,EE,EE342-01,전자공학과
891,목,10:30,11:45,전공선택(05),디지털신호처리,김원하,3,EE,EE342-01,전자공학과
892,화,12:00,13:15,전공선택(05),디지털통신,홍인기,3,EE,EE341-00,전자공학과
893,목,12:00,13:15,전공선택(05),디지털통신,홍인기,3,EE,EE341-00,전자공학과
894,화,12:00,13:15,전공선택(05),디지털통신,신현동,3,EE,EE341-01,전자공학과
895,목,12:00,13:15,전공선택(05),디지털통신,신현동,3,EE,EE341-01,전자공학과
896,화,16:30,17:45,전공선택(05),디지털통신,이계산,3,EE,EE341-02,전자공학과
897,목,16:30,17:45,전공선택(05),디지털통신,이계산,3,EE,EE341-02,전자공학과
898,월,10:30,11:45,전공선택(05),디지털회로설계및언어,예윤해,3,EE,EE361-00,전자공학과
899,수,10:30,11:45,전공선택(05),디지털회로설계및언어,예윤해,3,EE,EE361-00,전자공학과
900,금,10:30,11:45,전공선택(05),디지털회로설계및언어,홍상훈,3,EE,EE361-01,전자공학과
901,금,12:00,13:15,전공선택(05),디지털회로설계및언어,홍상훈,3,EE,EE361-01,전자공학과
902,화,13:30,17:20,전공선택(05),디지털회로실험,홍상훈,3,EE,EE362-00,전자공학과
903,수,13:30,17:20,전공선택(05),디지털회로실험,홍상훈,3,EE,EE362-01,전자공학과
904,화,15:00,16:15,전공선택(05),마이크로프로세서,김동한,3,EE,EE364-00,전자공학과
905,목,15:00,16:15,전공선택(05),마이크로프로세서,김동한,3,EE,EE364-00,전자공학과
906,월,16:30,17:45,전공선택(05),무선데이타통신,이계산,4,EE,EE443-00,전자공학과
907,수,16:30,17:45,전공선택(05),무선데이타통신,이계산,4,EE,EE443-00,전자공학과
908,월,12:00,13:15,전공선택(05),반도체공학,유재수,3,EE,EE321-00,전자공학과
909,수,12:00,13:15,전공선택(05),반도체공학,유재수,3,EE,EE321-00,전자공학과
910,월,12:00,13:15,전공선택(05),반도체공학,이승현,3,EE,EE321-01,전자공학과
911,수,12:00,13:15,전공선택(05),반도체공학,이승현,3,EE,EE321-01,전자공학과
912,수,16:30,17:45,전공선택(05),반도체공학,김대원,3,EE,EE321-02,전자공학과
913,금,16:30,17:45,전공선택(05),반도체공학,김대원,3,EE,EE321-02,전자공학과
914,화,10:30,11:45,전공선택(05),반도체집적회로,이종욱,4,EE,EE496-00,전자공학과
915,목,10:30,11:45,전공선택(05),반도체집적회로,이종욱,4,EE,EE496-00,전자공학과
916,수,9:00,12:50,전공선택(05),소프트웨어랩,서덕영,3,EE,EE370-01,전자공학과
917,화,13:30,14:45,전공선택(05),안테나공학,김상혁,4,EE,EE422-00,전자공학과
918,목,13:30,14:45,전공선택(05),안테나공학,김상혁,4,EE,EE422-00,전자공학과
919,화,12:00,13:15,전공선택(05),영상신호처리,박영태,4,EE,EE444-00,전자공학과
920,목,12:00,13:15,전공선택(05),영상신호처리,박영태,4,EE,EE444-00,전자공학과
921,화,16:30,17:45,전공선택(05),이동통신,홍인기,4,EE,EE442-00,전자공학과
922,목,16:30,17:45,전공선택(05),이동통신,홍인기,4,EE,EE442-00,전자공학과
923,수,13:30,14:45,전공선택(05),자동제어,김동한,3,EE,EE363-00,전자공학과
924,금,13:30,14:45,전공선택(05),자동제어,김동한,3,EE,EE363-00,전자공학과
925,목,13:30,17:20,전공선택(05),전파통신실험,이종욱,3,EE,EE324-00,전자공학과
926,월,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,서덕영,2,EE,EE213-00,전자공학과
927,수,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,서덕영,2,EE,EE213-00,전자공학과
928,월,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,김규헌,2,EE,EE213-01,전자공학과
929,수,16:30,18:20,전공기초(11),객체지향프로그래밍및실습,김규헌,2,EE,EE213-01,전자공학과
930,월,15:00,16:15,전공기초(11),확률및랜덤변수,송주빈,2,EE,EE211-00,전자공학과
931,수,15:00,16:15,전공기초(11),확률및랜덤변수,송주빈,2,EE,EE211-00,전자공학과
932,월,15:00,16:15,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-01,전자공학과
933,수,15:00,16:15,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-01,전자공학과
934,월,15:00,16:15,전공기초(11),확률및랜덤변수,이계산,2,EE,EE211-02,전자공학과
935,수,15:00,16:15,전공기초(11),확률및랜덤변수,이계산,2,EE,EE211-02,전자공학과
936,화,10:30,11:45,전공기초(11),확률및랜덤변수,김영수,2,EE,EE211-03,전자공학과
937,목,10:30,11:45,전공기초(11),확률및랜덤변수,김영수,2,EE,EE211-03,전자공학과
938,화,10:30,11:45,전공기초(11),확률및랜덤변수,신현동,2,EE,EE211-04,전자공학과
939,목,10:30,11:45,전공기초(11),확률및랜덤변수,신현동,2,EE,EE211-04,전자공학과
940,화,10:30,11:45,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-05,전자공학과
941,목,10:30,11:45,전공기초(11),확률및랜덤변수,김윤희,2,EE,EE211-05,전자공학과
942,월,10:30,11:45,전공필수(04),신경생리학,김태성,3,BME,BME316-00,생체의공학과
943,수,10:30,11:45,전공필수(04),신경생리학,김태성,3,BME,BME316-00,생체의공학과
944,화,12:00,13:15,전공필수(04),의공생명과학,박경모,2,BME,BME211-00,생체의공학과
945,목,12:00,13:15,전공필수(04),의공생명과학,박경모,2,BME,BME211-00,생체의공학과
946,월,9:00,10:15,전공필수(04),전자기학,이수열,2,BME,BME203-00,생체의공학과
947,수,9:00,10:15,전공필수(04),전자기학,이수열,2,BME,BME203-00,생체의공학과
948,토,,,전공필수(04),졸업논문(생체의공학),김태성,4,BME,BME411-00,생체의공학과
949,월,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),김태성,4,BME,BME412-02,생체의공학과
950,수,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),김태성,4,BME,BME412-02,생체의공학과
951,월,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),이상민,4,BME,BME412-03,생체의공학과
952,수,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),이상민,4,BME,BME412-03,생체의공학과
953,화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),조민형,4,BME,BME412-04,생체의공학과
954,목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),조민형,4,BME,BME412-04,생체의공학과
955,화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),박경모,4,BME,BME412-05,생체의공학과
956,목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),박경모,4,BME,BME412-05,생체의공학과
957,화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),한승무,4,BME,BME412-06,생체의공학과
958,목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),한승무,4,BME,BME412-06,생체의공학과
959,화,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),변경민,4,BME,BME412-07,생체의공학과
960,목,22:00,23:15,전공필수(04),창의적종합설계(생체의공학),변경민,4,BME,BME412-07,생체의공학과
961,월,15:00,16:15,전공선택(05),생체시스템제어,이상민,4,BME,BME415-00,생체의공학과
962,수,15:00,16:15,전공선택(05),생체시스템제어,이상민,4,BME,BME415-00,생체의공학과
963,화,16:30,17:45,전공선택(05),생체의공학특강1,한승무,4,BME,BME409-00,생체의공학과
964,목,16:30,17:45,전공선택(05),생체의공학특강1,한승무,4,BME,BME409-00,생체의공학과
965,화,10:30,11:45,전공선택(05),신경공학,김태성,4,BME,BME406-00,생체의공학과
966,목,10:30,11:45,전공선택(05),신경공학,김태성,4,BME,BME406-00,생체의공학과
967,화,10:30,11:45,전공선택(05),응용전자회로,변경민,3,BME,BME303-00,생체의공학과
968,목,10:30,11:45,전공선택(05),응용전자회로,변경민,3,BME,BME303-00,생체의공학과
969,금,9:00,12:50,전공선택(05),응용전자회로실험,변경민,3,BME,BME304-00,생체의공학과
970,금,13:30,17:20,전공선택(05),응용전자회로실험,변경민,3,BME,BME304-01,생체의공학과
971,화,15:00,16:15,전공선택(05),의료기기법규와인증,한승무,4,BME,BME416-00,생체의공학과
972,목,15:00,16:15,전공선택(05),의료기기법규와인증,한승무,4,BME,BME416-00,생체의공학과
973,화,13:30,14:45,전공선택(05),의료영상시스템,이수열,4,BME,BME403-00,생체의공학과
974,목,13:30,14:45,전공선택(05),의료영상시스템,이수열,4,BME,BME403-00,생체의공학과
975,화,9:00,10:15,전공선택(05),컴퓨터구조및응용,조민형,3,BME,BME305-00,생체의공학과
976,목,9:00,10:15,전공선택(05),컴퓨터구조및응용,조민형,3,BME,BME305-00,생체의공학과
977,화,16:30,17:45,전공기초(11),공학수학2,이상민,2,BME,BME204-00,생체의공학과
978,목,16:30,17:45,전공기초(11),공학수학2,이상민,2,BME,BME204-00,생체의공학과
979,월,13:30,14:45,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-00,생체의공학과
980,수,13:30,14:45,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-00,생체의공학과
981,월,15:00,16:15,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-01,생체의공학과
982,수,15:00,16:15,전공기초(11),기초프로그래밍,조민형,2,BME,BME213-01,생체의공학과
983,화,16:30,17:45,전공기초(11),생물자원학,최근원,1,BIO,BIO104-00,"생체의공학과, 식품생명공학과, 원예생명공학과, 유전공학과"
984,목,16:30,17:45,전공기초(11),생물자원학,최근원,1,BIO,BIO104-00,"생체의공학과, 식품생명공학과, 원예생명공학과, 유전공학과"
985,목,15:00,19:15,전공필수(04),식물신소재헤드스톤디자인,이찬희,3,PAM,PAM330-00,식물환경신소재공학과
986,토,9:00,,전공필수(04),졸업논문(식물·환경신소재공학),이찬희,4,PAM,PAM401-00,식물환경신소재공학과
987,수,15:00,18:50,전공선택(05),바이오매스생명공학워크샵1,고재흥,3,PAM,PAM332-00,식물환경신소재공학과
988,월,10:30,11:45,전공선택(05),바이오매스와에너지과학기술,이정태,3,PAM,PAM329-00,식물환경신소재공학과
989,수,10:30,11:45,전공선택(05),바이오매스와에너지과학기술,이정태,3,PAM,PAM329-00,식물환경신소재공학과
990,월,15:00,16:15,전공선택(05),바이오매스와에너지소재,이정태,2,PAM,PAM215-00,식물환경신소재공학과
991,수,15:00,16:15,전공선택(05),바이오매스와에너지소재,이정태,2,PAM,PAM215-00,식물환경신소재공학과
992,월,13:30,14:45,전공선택(05),바이오매스형성학,고재흥,2,PAM,PAM207-00,식물환경신소재공학과
993,수,13:30,14:45,전공선택(05),바이오매스형성학,고재흥,2,PAM,PAM207-00,식물환경신소재공학과
994,금,13:30,19:20,전공선택(05),바이오매스화학,김웅진,3,PAM,PAM311-00,식물환경신소재공학과
995,화,13:30,14:45,전공선택(05),바이오매스효소학,이찬희,4,PAM,PAM408-00,식물환경신소재공학과
996,목,13:30,14:45,전공선택(05),바이오매스효소학,이찬희,4,PAM,PAM408-00,식물환경신소재공학과
997,화,15:00,17:45,전공선택(05),바이오소재캡스톤디자인1,이찬희,3,PAM,PAM411-00,식물환경신소재공학과
998,화,10:30,11:45,전공선택(05),식물세포생물학,이찬희,2,PAM,PAM208-00,식물환경신소재공학과
999,목,10:30,11:45,전공선택(05),식물세포생물학,이찬희,2,PAM,PAM208-00,식물환경신소재공학과
1000,토,16:30,18:20,전공선택(05),연구연수활동1(식물·환경신소재공학),이찬희,3,PAM,PAM320-00,식물환경신소재공학과
1001,월,9:00,12:50,전공필수(04),식물분자육종학및실험,박영두,3,HBT,HBT301-00,원예생명공학과
1002,화,9:00,10:15,전공필수(04),식물육종학,권춘탁,3,HBT,HBT302-00,원예생명공학과
1003,목,9:00,10:15,전공필수(04),식물육종학,권춘탁,3,HBT,HBT302-00,원예생명공학과
1004,토,9:00,10:00,전공필수(04),졸업논문(원예생명공학),오창식,4,HBT,HBT401-00,원예생명공학과
1005,화,10:30,11:45,전공선택(05),식물병원미생물학,오창식,2,HBT,HBT209-00,원예생명공학과
1006,목,10:30,11:45,전공선택(05),식물병원미생물학,오창식,2,HBT,HBT209-00,원예생명공학과
1007,화,15:00,16:15,전공선택(05),식물생리학,엄석현,2,HBT,HBT202-00,원예생명공학과
1008,목,15:00,16:15,전공선택(05),식물생리학,엄석현,2,HBT,HBT202-00,원예생명공학과
1009,화,13:30,14:45,전공선택(05),식물영양학,엄석현,2,HBT,HBT206-00,원예생명공학과
1010,목,13:30,14:45,전공선택(05),식물영양학,엄석현,2,HBT,HBT206-00,원예생명공학과
1011,금,16:30,18:20,전공선택(05),연구연수활동1(원예생명공학),오창식,3,HBT,HBT310-00,원예생명공학과
1012,월,15:00,17:50,전공선택(05),원예산업응용론,오창식,3,HBT,HBT325-00,원예생명공학과
1013,금,13:30,16:15,전공선택(05),원예생명캡스톤디자인1,박영두,4,HBT,HBT314-00,원예생명공학과
1014,금,9:00,11:45,전공선택(05),원예장식및디자인,김대홍,4,HBT,HBT406-00,원예생명공학과
1015,화,12:00,13:15,전공선택(05),종자학,최근원,4,HBT,HBT408-00,원예생명공학과
1016,목,12:00,13:15,전공선택(05),종자학,최근원,4,HBT,HBT408-00,원예생명공학과
1017,수,16:30,17:45,전공선택(05),화훼학,김대홍,3,HBT,HBT329-00,원예생명공학과
1018,금,16:30,17:45,전공선택(05),화훼학,김대홍,3,HBT,HBT329-00,원예생명공학과
1019,월,18:00,19:15,교직전선(20),교과논리및논술(식물자원 조경),박영두,3,EDU,EDU3186-G00,교직
1020,수,18:00,19:15,교직전선(20),교과논리및논술(식물자원 조경),박영두,3,EDU,EDU3186-G00,교직
1021,월,10:30,11:45,전공필수(04),생물유기화학,김해영,2,FSB,FSB231-00,식품생명공학과
1022,수,10:30,11:45,전공필수(04),생물유기화학,김해영,2,FSB,FSB231-00,식품생명공학과
1023,화,15:00,17:45,전공필수(04),식품생화학2,정종현,3,FSB,FSB381-00,식품생명공학과
1024,화,12:00,13:15,전공필수(04),식품화학I,김우기,3,FSB,FSB391-00,식품생명공학과
1025,목,12:00,13:15,전공필수(04),식품화학I,김우기,3,FSB,FSB391-00,식품생명공학과
1026,토,9:00,10:00,전공필수(04),졸업논문(식품공학전공),김우기,4,FSB,FSB401-00,식품생명공학과
1027,월,9:00,10:15,전공선택(05),바이오기능성식품소재,김대옥,3,FSB,FSB361-00,식품생명공학과
1028,수,9:00,10:15,전공선택(05),바이오기능성식품소재,김대옥,3,FSB,FSB361-00,식품생명공학과
1029,월,15:00,16:15,전공선택(05),식품가공학및실험1,백무열,3,FSB,FSB351-02,식품생명공학과
1030,수,15:00,16:15,전공선택(05),식품가공학및실험1,백무열,3,FSB,FSB351-02,식품생명공학과
1031,금,10:30,11:45,전공선택(05),식품가공학및실험1,백무열,3,FSB,FSB351-02,식품생명공학과
1032,월,10:30,11:45,전공선택(05),식품공학1,김병용,3,FSB,FSB394-00,식품생명공학과
1033,수,10:30,11:45,전공선택(05),식품공학1,김병용,3,FSB,FSB394-00,식품생명공학과
1034,화,13:30,14:45,전공선택(05),식품나노과학개론,김영록,3,FSB,FSB271-00,식품생명공학과
1035,목,13:30,14:45,전공선택(05),식품나노과학개론,김영록,3,FSB,FSB271-00,식품생명공학과
1036,월,15:00,16:50,전공선택(05),식품미생물학Ⅰ및실험,박천석,2,FSB,FSB241-00,식품생명공학과
1037,금,10:30,12:20,전공선택(05),식품미생물학Ⅰ및실험,박천석,2,FSB,FSB241-00,식품생명공학과
1038,월,15:00,16:50,전공선택(05),식품미생물학Ⅰ및실험,박천석,2,FSB,FSB241-01,식품생명공학과
